# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-T" "20" "-a" "/scratch/summit/parsa96@colostate.edu/SC_Genome/sacCer3.ensGene.gtf" "-o" "../outputs/_output/03_feature/counts.txt" "../outputs/_output/02_hisat2/SC01.sam" "../outputs/_output/02_hisat2/SC02.sam" "../outputs/_output/02_hisat2/SC03.sam" "../outputs/_output/02_hisat2/SC04.sam" "../outputs/_output/02_hisat2/SC05.sam" "../outputs/_output/02_hisat2/SC06.sam" "../outputs/_output/02_hisat2/SC07.sam" "../outputs/_output/02_hisat2/SC08.sam" "../outputs/_output/02_hisat2/SC09.sam" "../outputs/_output/02_hisat2/SC010.sam" "../outputs/_output/02_hisat2/SC011.sam" "../outputs/_output/02_hisat2/SC012.sam" 
Geneid	Chr	Start	End	Strand	Length	../outputs/_output/02_hisat2/SC01.sam	../outputs/_output/02_hisat2/SC02.sam	../outputs/_output/02_hisat2/SC03.sam	../outputs/_output/02_hisat2/SC04.sam	../outputs/_output/02_hisat2/SC05.sam	../outputs/_output/02_hisat2/SC06.sam	../outputs/_output/02_hisat2/SC07.sam	../outputs/_output/02_hisat2/SC08.sam	../outputs/_output/02_hisat2/SC09.sam	../outputs/_output/02_hisat2/SC010.sam	../outputs/_output/02_hisat2/SC011.sam	../outputs/_output/02_hisat2/SC012.sam
YPL111W	chrXVI	339944	340945	+	1002	870	1017	1286	1304	1270	1034	1486	1253	1227	1113	1335	1881
YPL110C	chrXVI	341068	344739	-	3672	2580	2699	1381	1365	2472	1981	1882	1400	2562	2335	1545	2159
YPL109C	chrXVI;chrXVI	345264;345597	345444;347389	-;-	1974	238	258	118	123	240	163	152	114	231	214	128	174
YPL108W	chrXVI	348446	348952	+	507	246	276	368	394	269	271	450	394	346	247	387	557
YPL107W	chrXVI	349119	349865	+	747	1002	1183	640	644	875	874	874	701	1063	899	721	1047
YPL106C	chrXVI	350194	352275	-	2082	11573	12278	38512	38453	15280	12741	44954	37099	19223	13841	37880	51267
YPL105C	chrXVI	352863	355412	-	2550	5691	5896	5398	5475	4317	4027	6584	5735	6218	5416	6177	7950
YPL104W	chrXVI	355700	357676	+	1977	518	624	972	930	556	472	1266	977	808	694	1103	1481
YPL103C	chrXVI	358000	359406	-	1407	492	556	340	386	450	398	532	434	500	501	441	615
YPL102C	chrXVI	360003	360305	-	303	1	6	5	3	2	0	3	3	2	3	1	2
YPL101W	chrXVI	360209	361579	+	1371	854	950	1185	1165	1006	865	1593	1333	1254	1069	1374	1871
YPL100W	chrXVI	361872	363362	+	1491	770	858	747	848	628	571	1054	797	651	576	854	1324
YPL099C	chrXVI	363520	364068	-	549	193	219	224	261	162	163	307	211	240	199	252	341
YPL098C	chrXVI	364386	364727	-	342	578	635	746	693	559	564	926	685	604	600	803	1041
YPL097W	chrXVI	364952	366430	+	1479	278	359	253	264	317	282	334	272	523	530	289	398
YPL096C-A	chrXVI	366529	366735	-	207	123	122	75	81	115	122	76	64	155	108	70	86
YPL096W	chrXVI	366927	368018	+	1092	574	540	775	725	450	353	994	773	465	387	883	1162
YPL095C	chrXVI	368071	369441	-	1371	329	333	254	271	337	300	350	287	505	387	303	435
YPL094C	chrXVI	369839	370663	-	825	2489	2576	2440	2343	2595	2412	3217	2436	3502	3017	2733	3452
YPL093W	chrXVI	370978	372921	+	1944	2530	2605	3187	3243	4353	3574	4331	3320	7210	6133	3405	4739
YPL092W	chrXVI	373793	375169	+	1377	241	275	145	162	455	403	216	213	180	179	192	246
YPL091W	chrXVI	375502	376953	+	1452	5669	6063	3411	3389	3564	3185	3775	3256	4051	3557	3529	4618
YPL090C	chrXVI;chrXVI	377291;378390	377995;378395	-;-	711	6635	7538	5952	5579	9963	8420	5862	5416	17463	14595	5253	6203
YPL089C	chrXVI	379120	381150	-	2031	2929	3132	3439	3247	2709	2252	4706	3947	2896	2580	4389	5970
YPL088W	chrXVI	381965	382993	+	1029	1940	2331	1659	1548	2887	3032	2240	1749	2938	2706	1987	2768
YPL087W	chrXVI	383455	384408	+	954	1265	1281	1716	1580	939	917	2274	1699	1298	1144	1990	2696
YPL086C	chrXVI	384773	386446	-	1674	836	972	1412	1456	1235	1026	1802	1439	1687	1471	1571	2125
YPL085W	chrXVI	387067	393654	+	6588	4321	4296	3353	2970	3225	2385	3425	3150	5128	4035	3364	3889
YPL084W	chrXVI	394038	396572	+	2535	1506	1514	1449	1370	1155	1026	1696	1335	1266	1187	1398	1981
YPL083C	chrXVI	396702	398105	-	1404	428	498	248	236	352	342	346	271	465	434	270	400
YPL082C	chrXVI	398480	404083	-	5604	3417	3441	1784	1730	1964	1557	2374	2069	2752	2271	1887	2504
YPL081W	chrXVI;chrXVI	404950;405458	404956;406044	+;+	594	694	691	229	249	2528	2378	355	318	3149	3293	282	388
YPL080C	chrXVI	406172	406498	-	327	40	45	4	12	56	39	7	7	45	49	4	10
YPL079W	chrXVI;chrXVI	406636;407068	406646;407539	+;+	483	3928	4457	3578	3457	4735	4173	3776	3346	9456	6485	3111	4072
YPL078C	chrXVI	408010	408744	-	735	4416	4918	4089	3828	4664	4462	4876	4180	7931	7235	4435	5748
YPL077C	chrXVI	409368	410090	-	723	191	239	235	191	217	141	316	226	145	139	255	303
YPL076W	chrXVI	410443	411285	+	843	179	161	133	142	150	113	208	166	128	129	166	234
YPL075W	chrXVI;chrXVI	412254;413013	412261;415362	+;+	2358	1144	1156	984	1065	937	873	1555	1205	940	939	1158	1610
YPL074W	chrXVI	415763	418027	+	2265	1005	1051	715	636	807	747	862	704	871	833	805	1140
YPL073C	chrXVI	418499	418984	-	486	6	6	10	6	10	5	7	12	8	8	3	14
YPL072W	chrXVI	418512	420011	+	1500	104	113	109	111	111	105	145	130	125	143	109	166
YPL071C	chrXVI	420048	420518	-	471	239	292	272	319	228	176	415	336	191	224	341	480
YPL070W	chrXVI	420948	422786	+	1839	968	982	904	935	758	597	1302	1000	872	823	1199	1689
YPL069C	chrXVI	422885	423892	-	1008	245	284	170	183	277	201	263	207	289	295	216	300
YPL068C	chrXVI	424215	425096	-	882	319	309	235	195	356	331	285	200	423	346	217	331
YPL067C	chrXVI	425251	425847	-	597	1558	1774	716	658	1759	1634	862	841	2562	2040	817	1157
YPL066W	chrXVI	426233	427672	+	1440	723	753	793	730	896	726	1178	894	856	899	1003	1373
YPL065W	chrXVI	427927	428655	+	729	142	206	245	293	166	153	425	293	187	147	299	433
YPL064C	chrXVI	428711	429616	-	906	760	755	652	656	713	578	874	670	691	717	695	1033
YPL063W	chrXVI	429939	431369	+	1431	1999	2044	1674	1640	2182	1975	1949	1677	3185	2763	1903	2316
YPL062W	chrXVI	431895	432299	+	405	75	79	15	8	37	32	11	8	25	39	14	15
YPL061W	chrXVI	432588	434090	+	1503	6084	6042	3254	3239	8690	9038	4336	3416	11875	10293	3682	5244
YPL060W	chrXVI	434523	435764	+	1242	225	281	186	214	240	186	294	211	244	210	234	344
tC(GCA)P1	chrXVI	435893	435964	-	72	7	8	1	0	6	4	0	0	6	5	1	3
YPL060C-A	chrXVI	437333	442742	-	5410	17	19	13	13	10	6	20	17	9	9	14	14
YPL059W	chrXVI	444579	445031	+	453	1110	1132	1723	1664	1051	1006	2127	1622	1173	979	1771	2365
YPL058C	chrXVI	445842	450377	-	4536	1530	1525	1969	1846	2723	3062	2511	2038	3292	2990	2041	2929
YPL057C	chrXVI	451909	453057	-	1149	2427	2728	1096	1093	1979	1815	1670	1304	2952	2679	1576	2540
YPL056C	chrXVI	453430	453735	-	306	862	953	503	469	530	476	494	473	456	391	534	745
YPL055C	chrXVI	453992	454990	-	999	2873	3437	1539	1320	2620	2594	1944	1723	2181	2156	1910	2516
YPL054W	chrXVI	455759	456664	+	906	2625	2466	105	85	381	325	159	114	265	281	113	192
YPL053C	chrXVI	457118	458458	-	1341	3270	3373	2950	2845	2922	2505	4013	3114	2629	2705	3307	4525
YPL052W	chrXVI;chrXVI	458799;459007	459005;459678	+;+	879	643	729	432	436	617	465	781	557	636	606	491	775
YPL051W	chrXVI	459963	460559	+	597	470	471	333	348	356	352	462	350	492	514	346	452
YPL050C	chrXVI	460779	461966	-	1188	1582	1690	1603	1582	1477	1135	2142	1715	2409	1940	1853	2500
YPL049C	chrXVI	462481	463839	-	1359	4092	4626	2397	2225	3319	2975	3055	2644	4540	3510	2943	3960
YPL048W	chrXVI	464401	465648	+	1248	5933	6539	4173	3910	5899	5286	4554	4038	7943	6330	4201	5344
YPL047W	chrXVI	465962	466261	+	300	406	397	176	168	350	305	276	218	240	288	234	284
YPL046C	chrXVI	466644	466943	-	300	116	125	102	124	104	86	144	109	115	93	111	151
YPL045W	chrXVI	467260	469656	+	2397	962	1008	987	979	754	606	1341	1084	922	807	1064	1439
YPL044C	chrXVI	469926	470474	-	549	0	0	0	0	0	0	0	0	0	0	0	0
YPL043W	chrXVI	469939	471996	+	2058	2055	2203	2626	2814	3291	2857	3451	3025	5125	4495	3164	3848
YPL042C	chrXVI	473040	474707	-	1668	1153	1203	536	548	1193	1036	759	625	1690	1510	694	991
YPL041C	chrXVI	475118	475741	-	624	154	166	145	142	120	116	245	161	130	118	156	222
YPL040C	chrXVI	475993	479001	-	3009	371	416	383	380	411	365	506	397	692	625	385	529
YPL039W	chrXVI	479225	480175	+	951	376	429	260	262	452	337	405	367	451	442	326	478
YPL038W-A	chrXVI	480182	480373	+	192	19	19	2	3	6	6	2	2	5	5	2	3
YPL038W	chrXVI	480535	481068	+	534	624	641	501	450	282	275	575	528	340	271	572	673
YPL037C	chrXVI	481428	481901	-	474	5700	6290	7437	7222	7597	7252	8940	7046	11953	8937	7196	9273
YPL036W	chrXVI	482843	485686	+	2844	804	870	169	148	666	610	158	143	380	360	164	197
YPL035C	chrXVI	486564	486911	-	348	89	89	60	79	47	44	121	95	44	44	101	143
YPL034W	chrXVI	486712	487209	+	498	106	104	85	72	53	64	126	89	79	66	88	124
YPL033C	chrXVI	487362	488207	-	846	17	13	6	5	23	18	9	13	8	9	10	13
YPL032C	chrXVI	488887	491364	-	2478	2076	2153	1470	1475	1707	1423	2086	1646	2361	2063	1681	2506
YPL031C	chrXVI;chrXVI	492018;493021	492918;493037	-;-	918	1304	1382	719	632	935	872	997	781	997	831	819	1122
YPL030W	chrXVI	493543	495246	+	1704	482	497	514	471	617	492	690	546	826	745	505	730
YPL029W	chrXVI	495506	497719	+	2214	469	534	524	529	451	413	728	565	782	684	575	841
YPL028W	chrXVI	498096	499292	+	1197	8191	8781	4204	3998	6397	5608	5531	4512	7474	6611	4471	6247
YPL027W	chrXVI	499665	500402	+	738	43	41	25	20	29	30	33	25	13	18	19	42
YPL026C	chrXVI	500675	502183	-	1509	695	758	803	907	718	636	1352	1059	967	945	966	1334
YPL025C	chrXVI	502473	503030	-	558	76	78	17	13	43	40	12	10	39	28	17	23
YPL024W	chrXVI	503517	504242	+	726	778	886	192	154	464	432	281	214	792	596	188	296
YPL023C	chrXVI	504339	506312	-	1974	2384	2361	1443	1295	1539	1353	1922	1603	1885	1655	1650	2289
YPL022W	chrXVI	506697	509999	+	3303	2092	2305	1386	1275	1351	1116	1864	1542	1619	1486	1636	2143
YPL021W	chrXVI	511101	511664	+	564	8	8	5	6	1	4	12	4	4	1	6	7
YPL020C	chrXVI	512313	514178	-	1866	1133	1232	1402	1434	826	793	1949	1520	1295	1147	1584	2265
YPL019C	chrXVI	514511	517018	-	2508	1178	1235	642	653	737	521	934	741	1013	849	706	1053
YPL018W	chrXVI	517651	518760	+	1110	396	456	130	147	225	195	167	139	202	185	126	176
YPL017C	chrXVI	518734	520233	-	1500	1002	1004	254	227	503	449	343	270	447	438	276	372
YPL016W	chrXVI	521014	524958	+	3945	452	490	306	277	275	217	403	332	421	309	316	497
YPL015C	chrXVI	525810	526883	-	1074	1503	1505	820	754	971	870	1142	909	1058	966	975	1414
YPL014W	chrXVI	527547	528692	+	1146	576	607	799	733	271	286	1116	889	367	296	1001	1402
YPL013C	chrXVI	528985	529350	-	366	876	920	1196	1236	901	893	1268	1047	1543	1310	1115	1414
YPL012W	chrXVI	529723	533409	+	3687	1479	1487	2351	2424	2778	1866	3045	2534	4188	3639	2473	3306
YPL011C	chrXVI	533642	534703	-	1062	565	599	639	670	484	449	913	665	549	603	759	972
YPL010W	chrXVI	535018	535587	+	570	1007	1061	894	900	751	689	1199	881	960	907	876	1308
YPL009C	chrXVI	535820	538936	-	3117	6610	7002	10153	10200	4463	3965	9085	7988	5039	4671	9606	10727
YPL008W	chrXVI	539385	541970	+	2586	578	582	552	540	501	375	771	632	611	568	597	892
YPL007C	chrXVI	542082	543848	-	1767	308	350	259	317	327	229	417	334	267	315	329	489
YPL006W	chrXVI	544631	548143	+	3513	2057	1980	674	642	1292	1030	917	771	1227	1161	780	1068
YPL005W	chrXVI	548486	550306	+	1821	378	404	202	204	350	302	327	277	354	403	284	377
YPL004C	chrXVI	550632	551657	-	1026	9530	8760	8962	8698	5663	5756	11771	9452	5493	4761	10821	14773
YPL003W	chrXVI	552020	553408	+	1389	851	776	256	245	636	535	314	301	428	419	296	389
YPL002C	chrXVI	553627	554328	-	702	551	626	281	310	613	547	429	335	495	530	330	484
YPL001W	chrXVI	554605	555729	+	1125	446	552	291	253	674	719	379	261	501	527	256	392
YPR001W	chrXVI	556377	557837	+	1461	256	251	141	141	255	221	207	153	246	235	186	261
YPR002W	chrXVI	558385	559935	+	1551	1116	911	163	181	503	393	251	187	918	852	199	328
tF(GAA)P1	chrXVI;chrXVI	560198;560253	560233;560289	-;-	73	21	28	0	0	36	33	3	2	17	28	2	0
YPR002C-A	chrXVI	560569	560766	-	198	6	13	7	4	8	7	1	5	6	8	3	9
YPR003C	chrXVI	561504	563768	-	2265	727	751	387	408	657	551	562	459	699	668	493	710
YPR004C	chrXVI	564007	565041	-	1035	1357	1489	734	706	1190	1075	907	646	1664	1438	718	974
YPR005C	chrXVI	565787	566671	-	885	553	577	468	479	623	556	692	520	657	715	574	841
YPR006C	chrXVI	567269	568996	-	1728	882	802	741	672	525	490	869	719	709	579	799	1043
YPR007C	chrXVI	569336	571378	-	2043	80	96	38	60	41	44	88	76	54	43	73	83
tG(GCC)P1	chrXVI	572269	572339	+	71	15	28	3	4	13	17	1	0	14	14	1	6
YPR008W	chrXVI	573018	575102	+	2085	1732	1747	1408	1307	1702	1588	1912	1563	2259	2016	1613	2195
YPR009W	chrXVI	576552	577358	+	807	521	569	341	329	351	281	495	352	435	369	351	535
YPR010C	chrXVI	577585	581196	-	3612	3095	3316	2990	2913	5508	4088	3767	3172	8227	6708	3074	4055
tK(CUU)P	chrXVI	582062	582134	+	73	8	9	0	1	3	3	1	1	3	6	0	0
YPR010C-A	chrXVI;chrXVI	582373;582702	582558;582734	-;-	219	696	756	1111	1084	881	754	1388	1030	1455	1249	1143	1526
YPR011C	chrXVI	583062	584042	-	981	533	572	283	310	498	481	399	333	701	609	371	493
YPR012W	chrXVI	584309	584563	+	255	36	37	16	15	13	25	28	23	14	14	24	41
YPR013C	chrXVI	584632	585585	-	954	237	217	362	341	113	97	496	349	133	96	436	676
YPR014C	chrXVI	587189	587518	-	330	55	81	75	73	27	34	122	94	36	21	78	131
YPR015C	chrXVI	590283	591026	-	744	87	112	74	67	89	58	125	94	79	56	74	102
YPR016C	chrXVI	592332	593069	-	738	2936	3094	2161	2023	3600	3422	2963	2291	5528	4182	2233	3199
YPR016W-A	chrXVI	593096	593356	+	261	55	67	28	14	57	42	30	16	59	61	17	25
YPR017C	chrXVI	593486	593917	-	432	406	476	204	218	308	271	280	247	305	292	239	297
YPR018W	chrXVI	594476	596296	+	1821	2351	2612	2635	2606	1254	1062	2837	2527	1738	1525	2848	3189
YPR019W	chrXVI	596750	599551	+	2802	1131	1045	1628	1623	1007	919	1937	1661	1483	1323	1621	2193
YPR020W	chrXVI	599870	600217	+	348	422	435	635	745	427	422	927	640	785	660	696	993
YPR021C	chrXVI	600649	603357	-	2709	416	429	626	556	436	371	782	654	567	569	548	846
YPR022C	chrXVI	603911	607312	-	3402	928	894	1048	1012	856	706	1536	1218	959	967	1232	1726
YPR023C	chrXVI	608826	610031	-	1206	3752	4245	2526	2441	2815	2700	3071	2694	3091	3092	2970	3733
YPR024W	chrXVI	610481	612724	+	2244	3250	3435	2130	1966	2530	2217	2897	2470	3917	3327	2490	3195
YPR025C	chrXVI	613377	614558	-	1182	725	747	941	957	604	600	1411	1082	716	649	1100	1524
YPR026W	chrXVI	615379	619014	+	3636	684	669	620	607	439	360	980	748	360	347	728	1052
YPR027C	chrXVI	620425	621258	-	834	72	64	91	96	37	47	142	107	48	48	130	152
tF(GAA)P2	chrXVI;chrXVI	622540;622595	622575;622631	-;-	73	1	5	0	0	4	1	2	0	1	2	1	2
YPR028W	chrXVI;chrXVI	623527;623711	623577;624202	+;+	543	2603	2821	2857	2978	2291	2085	3492	2710	2890	2519	2725	3712
YPR029C	chrXVI	624469	626967	-	2499	1477	1538	1460	1450	1383	1072	1962	1660	1568	1482	1536	2240
YPR030W	chrXVI	627880	631245	+	3366	454	506	307	289	562	408	456	387	519	438	402	528
YPR031W	chrXVI	631515	633761	+	2247	421	504	340	338	388	341	505	376	411	468	426	513
YPR032W	chrXVI	634123	637224	+	3102	971	1070	878	866	969	877	1126	928	999	915	990	1415
YPR033C	chrXVI	637379	639019	-	1641	3180	3390	4801	4710	3377	2978	5442	4519	4824	3755	4523	6273
YPR034W	chrXVI	639525	640958	+	1434	2203	2261	1819	1705	2067	1917	2378	2079	2816	2536	2225	2881
YPR035W	chrXVI	642208	643320	+	1113	13031	14345	9675	9003	12862	11464	12834	10114	23704	15491	10612	15009
YPR036W	chrXVI	643836	645272	+	1437	6618	7071	6653	6223	6380	5481	7894	6686	7304	5630	6878	8880
YPR036W-A	chrXVI	645950	646153	+	204	3827	4061	5894	5897	3910	4254	9112	6535	4036	3600	7803	11285
YPR037C	chrXVI	646448	647038	-	591	848	931	695	676	778	674	982	751	881	665	766	1113
YPR038W	chrXVI	646836	647195	+	360	1	2	1	2	4	3	2	2	1	0	0	1
YPR039W	chrXVI	647012	647347	+	336	9	5	1	5	7	5	1	2	2	5	5	6
YPR040W	chrXVI	647305	648375	+	1071	967	1070	1511	1546	1314	1168	2191	1755	1213	1042	1843	2541
YPR041W	chrXVI	648704	649921	+	1218	3475	3539	4627	4557	3854	3264	5987	4886	6268	5199	4798	6749
YPR042C	chrXVI	650435	653662	-	3228	578	570	724	653	661	614	1028	852	611	596	834	1133
YPR043W	chrXVI;chrXVI	654166;654571	654167;654847	+;+	279	66	68	1	1	48	57	3	9	43	48	5	6
YPR044C	chrXVI	654524	654877	-	354	44	59	3	8	61	66	12	6	45	66	4	10
YPR045C	chrXVI	655140	656552	-	1413	1106	1154	778	768	828	823	971	792	924	920	912	1113
YPR046W	chrXVI	656799	657344	+	546	307	356	142	159	304	261	255	188	210	212	210	244
YPR047W	chrXVI	657529	658938	+	1410	490	530	707	779	482	431	900	733	744	634	827	1129
YPR048W	chrXVI	659182	661053	+	1872	483	515	468	414	525	420	603	502	537	490	439	630
YPR049C	chrXVI	661137	664673	-	3537	696	838	997	1009	644	483	1409	1098	660	594	1050	1530
YPR050C	chrXVI	664953	665366	-	414	0	0	1	0	0	0	0	0	0	0	0	1
YPR051W	chrXVI	664960	665490	+	531	70	77	32	23	67	58	41	44	92	74	35	41
YPR052C	chrXVI	665693	665974	-	282	342	363	717	647	414	388	1240	893	678	492	891	1231
YPR053C	chrXVI	665788	666243	-	456	87	90	31	35	68	82	65	65	74	59	38	50
YPR054W	chrXVI	666280	667446	+	1167	367	369	153	138	315	268	185	172	250	230	165	202
YPR055W	chrXVI	667676	670873	+	3198	709	666	925	920	612	537	1265	1051	602	587	963	1314
YPR056W	chrXVI	671126	672142	+	1017	515	498	324	341	409	353	503	359	586	487	339	569
YPR057W	chrXVI	672471	673496	+	1026	921	1014	503	608	880	833	771	621	772	798	677	922
YPR058W	chrXVI	673751	674674	+	924	546	520	426	341	729	642	534	413	531	397	436	580
YPR059C	chrXVI	674314	674700	-	387	3	8	0	1	8	3	2	0	1	3	1	0
YPR060C	chrXVI	674861	675631	-	771	659	681	673	647	634	524	865	713	731	643	699	929
YPR061C	chrXVI	675977	676882	-	906	314	304	149	111	188	176	196	152	130	130	155	180
YPR062W	chrXVI	677165	677641	+	477	1476	1652	2211	2157	2164	2221	2283	2155	2366	1974	2400	2823
YPR063C	chrXVI;chrXVI	677812;678280	678193;678320	-;-	423	1387	1412	1743	1709	1284	1223	2122	1722	1654	1287	1780	2368
YPR064W	chrXVI	678951	679370	+	420	162	182	34	44	67	55	39	31	52	39	43	51
YPR065W	chrXVI	679693	680799	+	1107	4375	4736	2411	2331	2998	2824	2478	2244	3501	2851	2619	3235
YPR066W	chrXVI	681213	682112	+	900	563	579	161	172	351	371	255	176	275	319	172	230
YPR067W	chrXVI	682220	682777	+	558	544	524	439	382	433	395	587	453	392	396	528	655
YPR068C	chrXVI	682941	684353	-	1413	410	480	98	86	343	298	146	119	289	287	145	162
YPR069C	chrXVI	684556	685437	-	882	1230	1372	1667	1760	1061	868	1977	1559	1736	1401	1596	2091
YPR070W	chrXVI	685898	687598	+	1701	537	536	407	430	607	511	573	475	547	512	457	683
YPR071W	chrXVI	688172	688807	+	636	250	271	113	112	228	220	159	110	259	203	156	158
tS(UGA)P	chrXVI	689565	689646	+	82	5	4	0	1	1	8	2	2	2	2	0	2
YPR072W	chrXVI	690107	691789	+	1683	1475	1741	1926	1931	1504	1158	2689	2011	1717	1546	2423	3206
YPR073C	chrXVI	691933	692418	-	486	437	494	536	455	428	345	648	502	561	489	491	704
YPR074C	chrXVI	692796	694838	-	2043	11481	12649	11205	10738	12542	10309	13674	11303	21818	15513	11140	15787
YPR074W-A	chrXVI	695018	695188	+	171	5	13	2	3	5	6	5	0	5	7	0	3
YPR075C	chrXVI	695737	696819	-	1083	3503	4257	1905	1747	3046	2818	2651	2042	3015	2791	2256	3233
YPR076W	chrXVI	696476	696850	+	375	7	8	1	3	7	3	2	5	4	3	3	14
YPR077C	chrXVI	697131	697502	-	372	8	7	0	3	2	2	2	1	2	4	4	4
YPR078C	chrXVI	697147	698265	-	1119	468	550	279	267	382	343	381	286	267	282	340	452
YPR079W	chrXVI	698869	700014	+	1146	708	755	374	382	621	610	541	401	690	599	427	629
YPR080W	chrXVI	700594	701970	+	1377	20255	23403	12608	12051	24568	20698	16051	13064	38240	30032	12926	18016
YPR081C	chrXVI	702114	703970	-	1857	725	793	765	745	567	471	1094	838	509	528	932	1367
YPR082C	chrXVI	704225	704656	-	432	308	355	335	324	356	328	389	321	397	398	370	497
YPR083W	chrXVI	704854	706593	+	1740	299	351	356	342	334	322	523	429	370	359	423	610
YPR084W	chrXVI	706972	708342	+	1371	517	547	688	543	430	392	960	790	520	478	757	1153
YPR085C	chrXVI	708497	709828	-	1332	511	549	404	386	447	406	489	438	407	399	424	555
YPR086W	chrXVI	710101	711138	+	1038	3331	3677	3509	3358	3339	3255	4793	4060	3129	3293	4299	5825
YPR087W	chrXVI	711354	711674	+	321	5	5	0	2	8	1	3	2	4	1	1	1
YPR088C	chrXVI	711403	713028	-	1626	2773	3012	3350	3273	2568	2131	4456	3698	2930	2817	3870	5188
YPR089W	chrXVI	713275	715941	+	2667	1544	1586	1463	1605	1180	991	2001	1649	1546	1331	1699	2319
YPR091C	chrXVI	716156	718468	-	2313	1016	1152	763	741	1036	886	942	745	1105	1044	850	1114
YPR092W	chrXVI	718379	718684	+	306	9	7	3	2	7	4	6	4	2	1	3	10
snR51	chrXVI	718700	718806	-	107	12	5	2	6	14	8	8	5	5	3	7	6
snR70	chrXVI	718887	719050	-	164	74	86	61	50	75	364	31	42	118	82	69	23
snR41	chrXVI	719148	719242	-	95	32	42	18	27	24	72	19	26	41	37	41	30
YPR093C	chrXVI	719558	720424	-	867	383	421	336	279	343	318	428	332	450	374	403	539
YPR094W	chrXVI	720637	720960	+	324	195	226	213	195	189	188	300	221	248	227	205	308
YPR095C	chrXVI	721037	724717	-	3681	969	956	998	926	636	558	1371	1197	830	751	1168	1528
YPR096C	chrXVI	724842	725144	-	303	39	37	59	50	29	24	67	60	30	34	60	76
YPR097W	chrXVI	725394	728615	+	3222	1067	1090	1103	1174	906	626	1713	1358	1132	1033	1336	1853
YPR098C	chrXVI;chrXVI	728947;729482	729385;729528	-;-	486	569	560	347	349	470	403	443	354	451	406	357	490
YPR099C	chrXVI	729757	730113	-	357	4	8	1	0	4	2	2	2	3	1	0	4
YPR100W	chrXVI	729791	730213	+	423	74	81	71	62	95	77	96	69	100	110	78	96
YPR101W	chrXVI	730492	731019	+	528	705	739	286	279	856	733	473	344	500	591	327	455
YPR102C	chrXVI	731224	731748	-	525	3024	3523	3695	3628	4642	4448	4163	3661	7109	6489	3732	4549
YPR103W	chrXVI	732349	733212	+	864	5374	5821	6992	6604	3219	3073	8580	6916	3719	3185	7543	9697
YPR104C	chrXVI	733623	736433	-	2811	1302	1402	715	749	1179	998	1041	785	1630	1395	852	1132
YPR105C	chrXVI	736984	739569	-	2586	999	1008	819	908	835	676	1166	939	1020	956	929	1228
YPR106W	chrXVI	740061	741392	+	1332	333	430	346	341	268	327	532	400	308	337	376	552
YPR107C	chrXVI	741438	742064	-	627	289	365	420	393	286	248	604	410	311	248	480	668
YPR108W	chrXVI	742454	743743	+	1290	3560	3617	3990	3828	2412	2224	5016	4075	2603	2355	4306	5824
YPR108W-A	chrXVI	744175	744387	+	213	7	5	2	1	1	1	1	1	1	1	1	2
tT(UGU)P	chrXVI	744284	744355	+	72	0	0	0	0	0	0	0	0	0	0	0	0
YPR109W	chrXVI	744689	745573	+	885	380	421	312	368	425	388	598	421	354	347	457	661
YPR110C	chrXVI	745828	746835	-	1008	2034	2191	2861	2848	2994	2518	3795	2939	4035	3767	3152	4238
YPR111W	chrXVI	747306	749000	+	1695	549	628	392	450	559	472	621	476	540	501	510	738
YPR112C	chrXVI	749256	751919	-	2664	2517	2748	4608	4641	4892	4114	5067	4518	6558	5657	4830	5808
YPR113W	chrXVI	752257	752919	+	663	1952	2073	3116	2961	1994	1819	4345	3295	2382	1887	3375	4729
YPR114W	chrXVI	753301	754248	+	948	1258	1378	1346	1297	1228	1183	1725	1419	1804	1548	1609	2070
YPR115W	chrXVI	754877	758128	+	3252	2864	2925	1349	1398	1807	1422	1943	1592	2231	2100	1624	2161
YPR116W	chrXVI	758648	759481	+	834	76	54	135	126	55	57	180	129	56	82	143	208
YPR117W	chrXVI	760025	767494	+	7470	932	959	987	867	770	709	1266	994	1200	974	942	1355
YPR118W	chrXVI	767752	768987	+	1236	863	971	857	867	896	754	1199	942	1230	1061	998	1272
tK(UUU)P	chrXVI;chrXVI	769207;769266	769242;769302	-;-	73	24	27	2	2	22	25	3	2	15	19	1	0
YPR119W	chrXVI	771653	773128	+	1476	291	291	271	317	570	452	457	327	1007	965	354	479
YPR120C	chrXVI	773875	775182	-	1308	970	1095	547	550	551	511	700	599	748	798	612	800
tC(GCA)P2	chrXVI	775765	775836	-	72	11	2	3	4	2	1	5	3	3	2	4	5
YPR121W	chrXVI	778583	780301	+	1719	354	403	221	246	280	243	396	322	253	245	324	409
YPR122W	chrXVI	782045	785671	+	3627	1044	1162	736	877	898	791	1176	960	1092	1045	931	1291
YPR123C	chrXVI	786141	786575	-	435	13	17	16	18	21	10	31	18	23	36	23	28
YPR124W	chrXVI	786208	787428	+	1221	369	392	326	294	291	258	460	338	616	515	381	511
YPR125W	chrXVI	787961	789325	+	1365	751	835	1411	1399	800	693	2043	1639	1375	1178	1695	2435
YPR126C	chrXVI	789077	789385	-	309	21	27	33	23	23	26	57	48	51	34	30	65
YPR127W	chrXVI	790083	791120	+	1038	1071	1162	1006	968	860	821	1331	996	891	834	1100	1550
